_id,reactant,product,reaction,condition,template_r0,template_r1
808,CC=O,CC,[CH3:1][CH:2]=O>>[CH3:1][CH3:2],"Zn(Hg),HCl,加热",[CH3;D1;+0:1]>>O=[CH;D2;+0:1],[C;D1;H3:2]-[CH3;D1;+0:1]>>O=[CH;D2;+0:1]-[C;D1;H3:2]
809,CC(=O)C,CCC,[CH3:3][C:2](=O)[CH3:1]>>[CH3:1][CH2:2][CH3:3],"Zn(Hg),HCl,加热",[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C;D1;H3:2]-[CH2;D2;+0:1]-[C;D1;H3:3]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3]
810,CCC(=O)C,CCCC,[CH3:1][CH2:3][C:2](=O)[CH3:4]>>[CH3:1][CH2:2][CH2:3][CH3:4],"Zn(Hg),HCl,加热",[CH3;D1;+0:4]-[CH2;D2;+0:1]-[CH2;D2;+0:3]-[CH3;D1;+0:2]>>O=[C;H0;D3;+0:1](-[CH3;D1;+0:2])-[CH2;D2;+0:3]-[CH3;D1;+0:4],[CH3;D1;+0:4]-[CH2;D2;+0:1]-[CH2;D2;+0:3]-[CH3;D1;+0:2]>>O=[C;H0;D3;+0:1](-[CH3;D1;+0:2])-[CH2;D2;+0:3]-[CH3;D1;+0:4]
811,CCC(=O)CC,CCCCC,[CH3:4][CH2:3][C:2](=O)[CH2:1][CH3:5]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH3:5],"Zn(Hg),HCl,加热",[CH2;D2;+0:1]-[CH3;D1;+0:2].[CH2;D2;+0:4]-[CH3;D1;+0:3]>>O=[C;H0;D3;+0:1]-[CH2;D2;+0:2]-[CH3;D1;+0:3].[CH3;D1;+0:4],[CH3;D1;+0:4]-[CH2;D2;+0:1]-[C:2]-[CH2;D2;+0:3]-[CH3;D1;+0:5]>>O=[C;H0;D3;+0:1](-[C:2]-[CH3;D1;+0:3])-[CH2;D2;+0:4]-[CH3;D1;+0:5]
812,CC(C)C(=O)CC,CC(C)CCC,[CH3:3][CH:2]([CH3:1])[C:4](=O)[CH2:5][CH3:6]>>[CH3:1][CH:2]([CH3:3])[CH2:4][CH2:5][CH3:6],"Zn(Hg),HCl,加热",[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C:2]-[CH2;D2;+0:1]-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]
813,CC(C)C(=O)C(C)C,CC(C)CC(C)C,[CH3:6][CH:5]([CH3:7])[C:4](=O)[CH:2]([CH3:1])[CH3:3]>>[CH3:1][CH:2]([CH3:3])[CH2:4][CH:5]([CH3:6])[CH3:7],"Zn(Hg),HCl,加热",[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C:2]-[CH2;D2;+0:1]-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]
814,CC(C)(C)C(=O)C(C)C,CC(C)(C)CC(C)C,[CH3:1][C:2]([CH3:3])([CH3:4])[C:5](=O)[CH:6]([CH3:7])[CH3:8]>>[CH3:1][C:2]([CH3:3])([CH3:4])[CH2:5][CH:6]([CH3:7])[CH3:8],"Zn(Hg),HCl,加热",[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C:2]-[CH2;D2;+0:1]-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]
815,CC(C)(C)C(=O)C(C)(C)C,CC(C)(C)CC(C)(C)C,[CH3:7][C:6]([CH3:8])([CH3:9])[C:5](=O)[C:2]([CH3:1])([CH3:3])[CH3:4]>>[CH3:1][C:2]([CH3:3])([CH3:4])[CH2:5][C:6]([CH3:7])([CH3:8])[CH3:9],"Zn(Hg),HCl,加热",[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C:2]-[CH2;D2;+0:1]-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]
816,C=O,C,[CH2:1]=O>>[CH4:1],"1) HSCH2CH2SH，HCl 2)H2,Ni",[CH4;D0;+0:1]>>O=[CH2;D1;+0:1],[CH4;D0;+0:1]>>O=[CH2;D1;+0:1]
817,CC=O,CC,[CH3:1][CH:2]=O>>[CH3:1][CH3:2],"1) HSCH2CH2SH，HCl 2)H2,Ni",[CH3;D1;+0:1]>>O=[CH;D2;+0:1],[C;D1;H3:2]-[CH3;D1;+0:1]>>O=[CH;D2;+0:1]-[C;D1;H3:2]
818,CC(=O)C,CCC,[CH3:3][C:2](=O)[CH3:1]>>[CH3:1][CH2:2][CH3:3],"1) HSCH2CH2SH，HCl 2)H2,Ni",[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C;D1;H3:2]-[CH2;D2;+0:1]-[C;D1;H3:3]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3]
819,CCC(=O)C,CCCC,[CH3:1][CH2:3][C:2](=O)[CH3:4]>>[CH3:1][CH2:2][CH2:3][CH3:4],"1) HSCH2CH2SH，HCl 2)H2,Ni",[CH3;D1;+0:4]-[CH2;D2;+0:1]-[CH2;D2;+0:3]-[CH3;D1;+0:2]>>O=[C;H0;D3;+0:1](-[CH3;D1;+0:2])-[CH2;D2;+0:3]-[CH3;D1;+0:4],[CH3;D1;+0:4]-[CH2;D2;+0:1]-[CH2;D2;+0:3]-[CH3;D1;+0:2]>>O=[C;H0;D3;+0:1](-[CH3;D1;+0:2])-[CH2;D2;+0:3]-[CH3;D1;+0:4]
820,CCC(=O)CC,CCCCC,[CH3:4][CH2:3][C:2](=O)[CH2:1][CH3:5]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH3:5],"1) HSCH2CH2SH，HCl 2)H2,Ni",[CH2;D2;+0:1]-[CH3;D1;+0:2].[CH2;D2;+0:4]-[CH3;D1;+0:3]>>O=[C;H0;D3;+0:1]-[CH2;D2;+0:2]-[CH3;D1;+0:3].[CH3;D1;+0:4],[CH3;D1;+0:4]-[CH2;D2;+0:1]-[C:2]-[CH2;D2;+0:3]-[CH3;D1;+0:5]>>O=[C;H0;D3;+0:1](-[C:2]-[CH3;D1;+0:3])-[CH2;D2;+0:4]-[CH3;D1;+0:5]
821,CC(C)C(=O)CC,CC(C)CCC,[CH3:3][CH:2]([CH3:1])[C:4](=O)[CH2:5][CH3:6]>>[CH3:1][CH:2]([CH3:3])[CH2:4][CH2:5][CH3:6],"1) HSCH2CH2SH，HCl 2)H2,Ni",[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C:2]-[CH2;D2;+0:1]-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]
822,CC(C)C(=O)C(C)C,CC(C)CC(C)C,[CH3:6][CH:5]([CH3:7])[C:4](=O)[CH:2]([CH3:1])[CH3:3]>>[CH3:1][CH:2]([CH3:3])[CH2:4][CH:5]([CH3:6])[CH3:7],"1) HSCH2CH2SH，HCl 2)H2,Ni",[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C:2]-[CH2;D2;+0:1]-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]
823,CC(C)(C)C(=O)C(C)C,CC(C)(C)CC(C)C,[CH3:1][C:2]([CH3:3])([CH3:4])[C:5](=O)[CH:6]([CH3:7])[CH3:8]>>[CH3:1][C:2]([CH3:3])([CH3:4])[CH2:5][CH:6]([CH3:7])[CH3:8],"1) HSCH2CH2SH，HCl 2)H2,Ni",[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C:2]-[CH2;D2;+0:1]-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]
824,CC(C)(C)C(=O)C(C)(C)C,CC(C)(C)CC(C)(C)C,[CH3:7][C:6]([CH3:8])([CH3:9])[C:5](=O)[C:2]([CH3:1])([CH3:3])[CH3:4]>>[CH3:1][C:2]([CH3:3])([CH3:4])[CH2:5][C:6]([CH3:7])([CH3:8])[CH3:9],"1) HSCH2CH2SH，HCl 2)H2,Ni",[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C:2]-[CH2;D2;+0:1]-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]
825,C=O,C,[CH2:1]=O>>[CH4:1],N2H4，NaOH，C4H10O3,[CH4;D0;+0:1]>>O=[CH2;D1;+0:1],[CH4;D0;+0:1]>>O=[CH2;D1;+0:1]
826,CC=O,CC,[CH3:1][CH:2]=O>>[CH3:1][CH3:2],N2H4，NaOH，C4H10O3,[CH3;D1;+0:1]>>O=[CH;D2;+0:1],[C;D1;H3:2]-[CH3;D1;+0:1]>>O=[CH;D2;+0:1]-[C;D1;H3:2]
827,CC(=O)C,CCC,[CH3:3][C:2](=O)[CH3:1]>>[CH3:1][CH2:2][CH3:3],N2H4，NaOH，C4H10O3,[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C;D1;H3:2]-[CH2;D2;+0:1]-[C;D1;H3:3]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3]
828,CCC(=O)C,CCCC,[CH3:1][CH2:3][C:2](=O)[CH3:4]>>[CH3:1][CH2:2][CH2:3][CH3:4],N2H4，NaOH，C4H10O3,[CH3;D1;+0:4]-[CH2;D2;+0:1]-[CH2;D2;+0:3]-[CH3;D1;+0:2]>>O=[C;H0;D3;+0:1](-[CH3;D1;+0:2])-[CH2;D2;+0:3]-[CH3;D1;+0:4],[CH3;D1;+0:4]-[CH2;D2;+0:1]-[CH2;D2;+0:3]-[CH3;D1;+0:2]>>O=[C;H0;D3;+0:1](-[CH3;D1;+0:2])-[CH2;D2;+0:3]-[CH3;D1;+0:4]
829,CCC(=O)CC,CCCCC,[CH3:4][CH2:3][C:2](=O)[CH2:1][CH3:5]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH3:5],N2H4，NaOH，C4H10O3,[CH2;D2;+0:1]-[CH3;D1;+0:2].[CH2;D2;+0:4]-[CH3;D1;+0:3]>>O=[C;H0;D3;+0:1]-[CH2;D2;+0:2]-[CH3;D1;+0:3].[CH3;D1;+0:4],[CH3;D1;+0:4]-[CH2;D2;+0:1]-[C:2]-[CH2;D2;+0:3]-[CH3;D1;+0:5]>>O=[C;H0;D3;+0:1](-[C:2]-[CH3;D1;+0:3])-[CH2;D2;+0:4]-[CH3;D1;+0:5]
830,CC(C)C(=O)CC,CC(C)CCC,[CH3:3][CH:2]([CH3:1])[C:4](=O)[CH2:5][CH3:6]>>[CH3:1][CH:2]([CH3:3])[CH2:4][CH2:5][CH3:6],N2H4，NaOH，C4H10O3,[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C:2]-[CH2;D2;+0:1]-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]
831,CC(C)C(=O)C(C)C,CC(C)CC(C)C,[CH3:6][CH:5]([CH3:7])[C:4](=O)[CH:2]([CH3:1])[CH3:3]>>[CH3:1][CH:2]([CH3:3])[CH2:4][CH:5]([CH3:6])[CH3:7],N2H4，NaOH，C4H10O3,[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C:2]-[CH2;D2;+0:1]-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]
832,CC(C)(C)C(=O)C(C)C,CC(C)(C)CC(C)C,[CH3:1][C:2]([CH3:3])([CH3:4])[C:5](=O)[CH:6]([CH3:7])[CH3:8]>>[CH3:1][C:2]([CH3:3])([CH3:4])[CH2:5][CH:6]([CH3:7])[CH3:8],N2H4，NaOH，C4H10O3,[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C:2]-[CH2;D2;+0:1]-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]
833,CC(C)(C)C(=O)C(C)(C)C,CC(C)(C)CC(C)(C)C,[CH3:7][C:6]([CH3:8])([CH3:9])[C:5](=O)[C:2]([CH3:1])([CH3:3])[CH3:4]>>[CH3:1][C:2]([CH3:3])([CH3:4])[CH2:5][C:6]([CH3:7])([CH3:8])[CH3:9],N2H4，NaOH，C4H10O3,[CH2;D2;+0:1]>>O=[C;H0;D3;+0:1],[C:2]-[CH2;D2;+0:1]-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]
834,c1ccccc1C=O.c1ccccc1C=O,O=C(C(C1=CC=CC=C1)O)c2ccccc2,[cH:9]1[cH:8][cH:7][cH:6][cH:5][c:4]1[CH:3]=[O:10].[cH:12]1[cH:13][cH:14][cH:15][cH:16][c:11]1[CH:2]=[O:1]>>[O:1]=[C:2]([CH:3]([C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[CH:9]1)[OH:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,"NaCN,C2H5OH",[C;H0;D3;+0:1]-[CH;D3;+0:2]-[OH;D1;+0:3]>>[CH;D2;+0:1].[CH;D2;+0:2]=[O;H0;D1;+0:3],[O;D1;H0:1]=[C;H0;D3;+0:2](-[c:3])-[CH;D3;+0:5](-[OH;D1;+0:4])-[c:6]>>[O;D1;H0:1]=[CH;D2;+0:2]-[c:3].[O;H0;D1;+0:4]=[CH;D2;+0:5]-[c:6]
835,CC(=O)C.BrBr,CC(=O)CBr,[CH3:1][C:2](=[O:3])[CH3:4].[Br:5]Br>>[CH3:1][C:2](=[O:3])[CH2:4][Br:5],,[Br;H0;D1;+0:1]-[CH2;D2;+0:2]>>Br-[Br;H0;D1;+0:1].[CH3;D1;+0:2],[Br;H0;D1;+0:1]-[CH2;D2;+0:4]-[C:3](-[C;D1;H3:2])=[O;D1;H0:5]>>Br-[Br;H0;D1;+0:1].[C;D1;H3:2]-[C:3](-[CH3;D1;+0:4])=[O;D1;H0:5]
836,CC(=O)CC.BrBr,CC(=O)C(Br)C,[CH3:1][C:2](=[O:3])[CH2:4][CH3:6].Br[Br:5]>>[CH3:1][C:2](=[O:3])[CH:4]([Br:5])[CH3:6],,[Br;H0;D1;+0:1]-[CH;D3;+0:2]>>Br-[Br;H0;D1;+0:1].[CH2;D2;+0:2],[Br;H0;D1;+0:1]-[CH;D3;+0:5](-[C;D1;H3:6])-[C:3](-[C;D1;H3:2])=[O;D1;H0:4]>>Br-[Br;H0;D1;+0:1].[C;D1;H3:2]-[C:3](=[O;D1;H0:4])-[CH2;D2;+0:5]-[C;D1;H3:6]
837,CC(=O)C(C)C.BrBr,CC(=O)C(Br)(C)C,[CH3:1][C:2](=[O:3])[CH:4]([CH3:6])[CH3:7].[Br:5]Br>>[CH3:1][C:2](=[O:3])[C:4]([Br:5])([CH3:6])[CH3:7],,[Br;H0;D1;+0:1]-[C;H0;D4;+0:2]>>Br-[Br;H0;D1;+0:1].[CH;D3;+0:2],[Br;H0;D1;+0:1]-[C;H0;D4;+0:5](-[C;D1;H3:6])(-[C;D1;H3:7])-[C:3](-[C;D1;H3:2])=[O;D1;H0:4]>>Br-[Br;H0;D1;+0:1].[C;D1;H3:2]-[C:3](=[O;D1;H0:4])-[CH;D3;+0:5](-[C;D1;H3:6])-[C;D1;H3:7]
838,CCC(=O)C.BrBr,CC(=O)CBr,C[CH2:4][C:2](=[O:3])[CH3:1].[Br:5]Br>>[CH3:1][C:2](=[O:3])[CH2:4][Br:5],,[Br;H0;D1;+0:1]-[CH2;D2;+0:2]>>Br-[Br;H0;D1;+0:1].C-[CH2;D2;+0:2],[Br;H0;D1;+0:1]-[CH2;D2;+0:2]-[C:3](-[C;D1;H3:4])=[O;D1;H0:5]>>Br-[Br;H0;D1;+0:1].C-[CH2;D2;+0:2]-[C:3](-[C;D1;H3:4])=[O;D1;H0:5]
839,CCC(=O)CC.BrBr,CC(=O)C(Br)C,[CH3:6][CH2:4][C:2](=[O:3])[CH2:1]C.Br[Br:5]>>[CH3:1][C:2](=[O:3])[CH:4]([Br:5])[CH3:6],,[Br;H0;D1;+0:1]-[CH;D3;+0:3].[CH3;D1;+0:2]>>Br-[Br;H0;D1;+0:1].C-[CH2;D2;+0:2].[CH2;D2;+0:3],[Br;H0;D1;+0:1]-[CH;D3;+0:5](-[C;D1;H3:6])-[C:3](-[CH3;D1;+0:2])=[O;D1;H0:4]>>Br-[Br;H0;D1;+0:1].C-[CH2;D2;+0:2]-[C:3](=[O;D1;H0:4])-[CH2;D2;+0:5]-[C;D1;H3:6]
840,CCC(=O)C(C)C.BrBr,CCC(=O)C(Br)(C)C,[CH3:1][CH2:2][C:3](=[O:4])[CH:5]([CH3:7])[CH3:8].[Br:6]Br>>[CH3:1][CH2:2][C:3](=[O:4])[C:5]([Br:6])([CH3:7])[CH3:8],,[Br;H0;D1;+0:1]-[C;H0;D4;+0:2]>>Br-[Br;H0;D1;+0:1].[CH;D3;+0:2],[Br;H0;D1;+0:1]-[C;H0;D4;+0:3](-[C;D1;H3:2])(-[C;D1;H3:4])-[C:5]=[O;D1;H0:6]>>Br-[Br;H0;D1;+0:1].[C;D1;H3:2]-[CH;D3;+0:3](-[C;D1;H3:4])-[C:5]=[O;D1;H0:6]
841,c1ccccc1C(=O)C.BrBr,c1ccccc1C(=O)CBr,[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[C:7](=[O:8])[CH3:9].[Br:10]Br>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[C:7](=[O:8])[CH2:9][Br:10],H+,[Br;H0;D1;+0:1]-[CH2;D2;+0:2]>>Br-[Br;H0;D1;+0:1].[CH3;D1;+0:2],[Br;H0;D1;+0:1]-[CH2;D2;+0:2]-[C:3]=[O;D1;H0:4]>>Br-[Br;H0;D1;+0:1].[CH3;D1;+0:2]-[C:3]=[O;D1;H0:4]
842,c1ccccc1C(=O)CC.BrBr,c1ccccc1C(=O)C(Br)C,[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[C:7](=[O:8])[CH2:9][CH3:11].[Br:10]Br>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[C:7](=[O:8])[CH:9]([Br:10])[CH3:11],,[Br;H0;D1;+0:1]-[CH;D3;+0:2]>>Br-[Br;H0;D1;+0:1].[CH2;D2;+0:2],[Br;H0;D1;+0:1]-[CH;D3;+0:3](-[C;D1;H3:2])-[C:4]=[O;D1;H0:5]>>Br-[Br;H0;D1;+0:1].[C;D1;H3:2]-[CH2;D2;+0:3]-[C:4]=[O;D1;H0:5]
843,c1ccccc1C(=O)C.BrBr,c1ccccc1C(=O)O,[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[C:7](=[O:8])C.BrBr>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[C:7](=[O:8])[OH:9],Base,[C;H0;D3;+0:1]>>C-[C;H0;D3;+0:1],[O;D1;H0:2]=[C;H0;D3;+0:1]-[c:3]>>C-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]
844,C=O.CC=O,C=CC=O,[CH2:1]=O.[CH3:2][CH:3]=[O:4]>>[CH2:1]=[CH:2][CH:3]=[O:4],H+ or NaOH,[CH2;D1;+0:1]=[CH;D2;+0:2]>>O=[CH2;D1;+0:1].[CH3;D1;+0:2],[CH2;D1;+0:1]=[CH;D2;+0:2]-[C:3]=[O;D1;H0:4]>>O=[CH2;D1;+0:1].[CH3;D1;+0:2]-[C:3]=[O;D1;H0:4]
845,CC=O.CC=O,CC=CC=O,[CH3:1][CH:2]=O.[CH3:3][CH:4]=[O:5]>>[CH3:1][CH:2]=[CH:3][CH:4]=[O:5],H+ or NaOH,[CH;D2;+0:1]=[CH;D2;+0:2]>>O=[CH;D2;+0:1].[CH3;D1;+0:2],[C;D1;H3:2]-[CH;D2;+0:1]=[CH;D2;+0:3]-[C:4]=[O;D1;H0:5]>>O=[CH;D2;+0:1]-[C;D1;H3:2].[CH3;D1;+0:3]-[C:4]=[O;D1;H0:5]
846,CC(=O)C.CC=O,CC(C)=CC=O,[CH3:1][C:2](=O)[CH3:3].[CH3:4][CH:5]=[O:6]>>[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6],H+ or NaOH,[C;H0;D3;+0:1]=[CH;D2;+0:2]>>O=[C;H0;D3;+0:1].[CH3;D1;+0:2],[C;D1;H3:2]-[C;H0;D3;+0:1](-[C;D1;H3:3])=[CH;D2;+0:4]-[C:5]=[O;D1;H0:6]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3].[CH3;D1;+0:4]-[C:5]=[O;D1;H0:6]
847,CC(=O)C.CC(=O)C,CC(C)=CC(=O)C,[CH3:1][C:2](=O)[CH3:3].[CH3:4][C:5](=[O:6])[CH3:7]>>[CH3:1][C:2]([CH3:3])=[CH:4][C:5](=[O:6])[CH3:7],H+ or NaOH,[C;H0;D3;+0:1]=[CH;D2;+0:2]>>O=[C;H0;D3;+0:1].[CH3;D1;+0:2],[C;D1;H3:2]-[C;H0;D3;+0:1](-[C;D1;H3:3])=[CH;D2;+0:4]-[C:5]=[O;D1;H0:6]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3].[CH3;D1;+0:4]-[C:5]=[O;D1;H0:6]
848,c1ccccc1C=O.CC(=O),c1ccccc1C=CC=O,[cH:7]1[cH:6][cH:3][cH:4][cH:5][c:8]1[CH:9]=[O:10].[CH3:2][CH:1]=O>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[CH:7]=[CH:8][CH:9]=[O:10],H+ or NaOH,[CH;D2;+0:6]=[CH;D2;+0:5]-[c;H0;D3;+0:4](:[cH;D2;+0:7]):[cH;D2;+0:1]:[cH;D2;+0:2]:[cH;D2;+0:3]>>O=[CH;D2;+0:1]-[CH3;D1;+0:2].[cH;D2;+0:3]:[cH;D2;+0:4]:[cH;D2;+0:5]:[c;H0;D3;+0:6]:[cH;D2;+0:7],[O;D1;H0:3]=[C:4]-[CH;D2;+0:5]=[CH;D2;+0:10]-[c;H0;D3;+0:9]1:[cH;D2;+0:1]:[cH;D2;+0:2]:[cH;D2;+0:8]:[c:7]:[cH;D2;+0:6]:1>>O=[CH;D2;+0:1]-[CH3;D1;+0:2].[O;D1;H0:3]=[C:4]-[c;H0;D3;+0:5]1:[cH;D2;+0:6]:[c:7]:[cH;D2;+0:8]:[cH;D2;+0:9]:[cH;D2;+0:10]:1
849,c1ccccc1C(=O)C.CC(=O),c1ccccc1C(C)=CC=O,[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[C:7](=O)[CH3:8].[CH3:9][CH:10]=[O:11]>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[C:7]([CH3:8])=[CH:9][CH:10]=[O:11],H+ or NaOH,[C;H0;D3;+0:1]=[CH;D2;+0:2]>>O=[C;H0;D3;+0:1].[CH3;D1;+0:2],[C;D1;H3:2]-[C;H0;D3;+0:1](-[c:3])=[CH;D2;+0:4]-[C:5]=[O;D1;H0:6]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[c:3].[CH3;D1;+0:4]-[C:5]=[O;D1;H0:6]
850,c1ccccc1C=O.CC(=O)C,c1ccccc1C=CC(=O)C,[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[CH:7]=O.[CH3:11][C:9](=[O:10])[CH3:8]>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[CH:7]=[CH:8][C:9](=[O:10])[CH3:11],H+ or NaOH,[CH;D2;+0:1]=[CH;D2;+0:2]>>O=[CH;D2;+0:1].[CH3;D1;+0:2],[C;D1;H3:3]-[C:4](=[O;D1;H0:6])-[CH;D2;+0:5]=[CH;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[C;D1;H3:3]-[C:4](-[CH3;D1;+0:5])=[O;D1;H0:6]
851,c1ccccc1C(=O)C.CC(=O)C,c1ccccc1C(C)=CC(=O)C,[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[C:7](=O)[CH3:8].[CH3:12][C:10](=[O:11])[CH3:9]>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[C:7]([CH3:8])=[CH:9][C:10](=[O:11])[CH3:12],H+ or NaOH,[C;H0;D3;+0:1]=[CH;D2;+0:2]>>O=[C;H0;D3;+0:1].[CH3;D1;+0:2],[C;D1;H3:4]-[C:5](=[O;D1;H0:7])-[CH;D2;+0:6]=[C;H0;D3;+0:1](-[C;D1;H3:2])-[c:3]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[c:3].[C;D1;H3:4]-[C:5](-[CH3;D1;+0:6])=[O;D1;H0:7]
852,c1ccccc1C(=O)C.c1ccccc1C(=O)C,c1ccccc1C(C)=CC(=O)c1ccccc1,[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[C:7](=O)[CH3:8].[cH:17]1[cH:16][cH:15][cH:14][cH:13][c:12]1[C:10](=[O:11])[CH3:9]>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[C:7]([CH3:8])=[CH:9][C:10](=[O:11])[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,H+ or NaOH,[C;H0;D3;+0:1]=[CH;D2;+0:2]>>O=[C;H0;D3;+0:1].[CH3;D1;+0:2],[C;D1;H3:2]-[C;H0;D3;+0:1](-[c:3])=[CH;D2;+0:4]-[C:5]=[O;D1;H0:6]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[c:3].[CH3;D1;+0:4]-[C:5]=[O;D1;H0:6]
853,c1ccccc1C=O.c1ccccc1C(=O)C,c1ccccc1C=CC(=O)c1ccccc1,[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[CH:7]=O.[cH:16]1[cH:15][cH:14][cH:13][cH:12][c:11]1[C:9](=[O:10])[CH3:8]>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[CH:7]=[CH:8][C:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,H+ or NaOH,[CH;D2;+0:1]=[CH;D2;+0:2]>>O=[CH;D2;+0:1].[CH3;D1;+0:2],[O;D1;H0:5]=[C:4]-[CH;D2;+0:3]=[CH;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[CH3;D1;+0:3]-[C:4]=[O;D1;H0:5]
854,C=CC=O.[Li]C,C=CC(C)O,[CH2:1]=[CH:2][CH:3]=[O:5].[Li][CH3:4]>>[CH2:1]=[CH:2][CH:3]([CH3:4])[OH:5],,[CH3;D1;+0:1]-[CH;D3;+0:2]-[OH;D1;+0:3]>>[CH3;D1;+0:1]-[Li].[CH;D2;+0:2]=[O;H0;D1;+0:3],[C;D1;H2:1]=[C:2]-[CH;D3;+0:3](-[CH3;D1;+0:5])-[OH;D1;+0:4]>>[C;D1;H2:1]=[C:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4].[CH3;D1;+0:5]-[Li]
855,CC=CC=O.[Li]C,CC=CC(C)O,[CH3:1][CH:2]=[CH:3][CH:4]=[O:6].[Li][CH3:5]>>[CH3:1][CH:2]=[CH:3][CH:4]([CH3:5])[OH:6],,[CH3;D1;+0:1]-[CH;D3;+0:2]-[OH;D1;+0:3]>>[CH3;D1;+0:1]-[Li].[CH;D2;+0:2]=[O;H0;D1;+0:3],[C:2]=[C:3]-[CH;D3;+0:4](-[CH3;D1;+0:1])-[OH;D1;+0:5]>>[CH3;D1;+0:1]-[Li].[C:2]=[C:3]-[CH;D2;+0:4]=[O;H0;D1;+0:5]
